key,date_time,wind_34_ne,wind_34_se,wind_34_sw,wind_34_nw,wind_50_ne,wind_50_se,wind_50_sw,wind_50_nw,wind_64_ne,wind_64_se,wind_64_sw,wind_64_nw
AL122004,2004-09-18T06:00:00Z,90,75,80,75,35,30,30,35,20,15,15,20
AL122004,2004-09-18T12:00:00Z,105,75,105,75,45,35,35,45,20,15,15,20
AL122004,2004-09-18T18:00:00Z,105,90,105,90,50,40,40,50,25,20,20,25
AL122004,2004-09-19T00:00:00Z,105,90,105,90,50,40,40,50,25,20,20,25
AL122004,2004-09-19T06:00:00Z,120,90,105,90,50,40,40,50,30,25,25,30
AL122004,2004-09-19T12:00:00Z,120,105,90,105,50,40,40,50,30,25,25,30
AL122004,2004-09-19T18:00:00Z,150,105,90,105,50,40,40,50,35,25,25,35
AL122004,2004-09-20T00:00:00Z,150,105,90,120,50,40,40,50,35,25,25,35
AL122004,2004-09-20T06:00:00Z,175,120,90,150,60,50,40,50,35,35,25,35
AL122004,2004-09-20T12:00:00Z,175,135,120,175,75,60,50,70,50,40,35,50
AL122004,2004-09-20T18:00:00Z,175,150,150,175,90,60,60,90,60,45,45,60
AL122004,2004-09-21T00:00:00Z,200,175,150,200,90,75,60,90,60,45,45,60
AL122004,2004-09-21T06:00:00Z,225,200,150,225,90,90,60,90,60,60,45,60
AL122004,2004-09-21T12:00:00Z,225,225,150,225,105,105,75,105,75,60,45,75
AL122004,2004-09-21T18:00:00Z,250,250,150,200,125,125,75,125,75,75,45,75
AL122004,2004-09-22T00:00:00Z,250,250,150,200,125,125,75,125,75,75,45,75
AL122004,2004-09-22T06:00:00Z,250,250,150,200,125,125,75,125,75,75,45,75
AL122004,2004-09-22T12:00:00Z,250,250,150,200,125,125,75,125,75,75,45,75
AL122004,2004-09-22T18:00:00Z,250,250,175,200,125,125,75,100,75,75,45,75
AL122004,2004-09-23T00:00:00Z,275,275,200,200,125,125,75,100,75,75,50,50
AL122004,2004-09-23T06:00:00Z,300,300,200,200,125,125,75,75,75,75,50,50
AL122004,2004-09-23T12:00:00Z,300,325,200,200,125,125,75,75,75,75,50,50
AL122004,2004-09-23T18:00:00Z,300,350,200,200,125,150,75,75,75,75,50,50
AL122004,2004-09-24T00:00:00Z,300,350,200,200,150,150,75,75,75,75,50,50
AL122004,2004-09-24T06:00:00Z,300,350,225,225,125,150,100,75,75,75,50,50
AL122004,2004-09-24T12:00:00Z,300,350,250,250,150,175,125,100,75,90,50,50
AL122004,2004-09-24T18:00:00Z,325,350,350,250,125,175,125,150,75,90,50,50
AL122004,2004-09-25T00:00:00Z,325,350,350,250,125,175,125,150,NA,NA,NA,NA
AL122004,2004-09-25T06:00:00Z,325,350,350,250,125,175,150,90,NA,NA,NA,NA
AL122004,2004-09-25T12:00:00Z,325,350,350,250,125,175,150,90,NA,NA,NA,NA
AL122004,2004-09-25T18:00:00Z,325,350,350,250,125,175,150,90,NA,NA,NA,NA
AL122004,2004-09-26T00:00:00Z,325,350,350,250,125,175,150,90,NA,NA,NA,NA
AL122004,2004-09-26T06:00:00Z,325,350,350,250,125,175,150,90,NA,NA,NA,NA
AL122004,2004-09-26T12:00:00Z,325,350,350,250,125,175,150,90,NA,NA,NA,NA
AL122004,2004-09-26T18:00:00Z,325,350,350,250,125,175,150,90,NA,NA,NA,NA
AL122004,2004-09-27T00:00:00Z,160,350,350,125,NA,175,150,NA,NA,NA,NA,NA
AL122004,2004-09-27T06:00:00Z,80,300,300,60,NA,NA,NA,NA,NA,NA,NA,NA
AL122004,2004-09-27T12:00:00Z,NA,180,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL122004,2004-09-27T18:00:00Z,NA,180,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-20T12:00:00Z,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-20T18:00:00Z,45,45,45,45,15,15,15,15,NA,NA,NA,NA
AL132004,2004-09-21T00:00:00Z,45,45,45,45,15,15,15,15,NA,NA,NA,NA
AL132004,2004-09-21T06:00:00Z,45,45,45,45,15,15,15,15,NA,NA,NA,NA
AL132004,2004-09-21T12:00:00Z,45,45,45,45,20,20,20,20,NA,NA,NA,NA
AL132004,2004-09-21T18:00:00Z,45,45,45,45,20,20,20,20,NA,NA,NA,NA
AL132004,2004-09-22T00:00:00Z,50,50,30,50,20,20,20,20,NA,NA,NA,NA
AL132004,2004-09-22T06:00:00Z,50,50,30,50,20,20,20,20,NA,NA,NA,NA
AL132004,2004-09-22T12:00:00Z,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-22T18:00:00Z,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-23T00:00:00Z,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-23T06:00:00Z,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-23T12:00:00Z,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-24T06:00:00Z,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-24T12:00:00Z,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-25T06:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-25T12:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-25T18:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-26T00:00:00Z,100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-26T06:00:00Z,100,100,50,50,20,20,20,20,NA,NA,NA,NA
AL132004,2004-09-26T12:00:00Z,100,100,50,50,20,20,20,20,NA,NA,NA,NA
AL132004,2004-09-26T18:00:00Z,100,100,50,50,20,20,20,20,NA,NA,NA,NA
AL132004,2004-09-27T00:00:00Z,100,100,25,75,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-27T06:00:00Z,100,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-27T12:00:00Z,100,100,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-27T18:00:00Z,75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-28T00:00:00Z,75,75,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-28T06:00:00Z,90,75,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-28T12:00:00Z,90,75,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-09-28T18:00:00Z,75,75,NA,50,30,NA,NA,30,NA,NA,NA,NA
AL132004,2004-09-29T00:00:00Z,125,75,25,60,30,NA,NA,30,NA,NA,NA,NA
AL132004,2004-09-29T06:00:00Z,175,90,75,75,60,NA,NA,30,NA,NA,NA,NA
AL132004,2004-09-29T12:00:00Z,175,100,100,100,60,40,40,40,NA,NA,NA,NA
AL132004,2004-09-29T18:00:00Z,175,100,100,100,40,40,40,40,NA,NA,NA,NA
AL132004,2004-09-30T00:00:00Z,200,200,100,150,40,40,40,40,NA,NA,NA,NA
AL132004,2004-09-30T06:00:00Z,200,200,100,150,40,40,40,40,NA,NA,NA,NA
AL132004,2004-09-30T12:00:00Z,150,150,80,80,40,40,40,40,NA,NA,NA,NA
AL132004,2004-09-30T18:00:00Z,125,125,60,60,NA,NA,NA,NA,NA,NA,NA,NA
AL132004,2004-10-01T00:00:00Z,125,125,60,60,40,40,NA,40,NA,NA,NA,NA
AL132004,2004-10-01T06:00:00Z,125,125,60,60,40,40,NA,40,NA,NA,NA,NA
AL132004,2004-10-01T12:00:00Z,90,90,60,60,40,40,NA,NA,NA,NA,NA,NA
AL132004,2004-10-01T18:00:00Z,60,90,60,40,40,50,NA,NA,NA,NA,NA,NA
AL132004,2004-10-02T00:00:00Z,60,90,60,40,40,50,NA,NA,NA,NA,NA,NA
AL132004,2004-10-02T06:00:00Z,60,90,60,40,40,50,NA,NA,20,20,NA,NA
AL132004,2004-10-02T12:00:00Z,60,90,60,40,40,50,NA,NA,20,20,NA,NA
AL132004,2004-10-02T18:00:00Z,60,125,60,NA,NA,50,NA,NA,NA,NA,NA,NA
AL132004,2004-10-03T00:00:00Z,60,125,60,NA,NA,50,NA,NA,NA,NA,NA,NA
AL132004,2004-10-03T06:00:00Z,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL142004,2004-10-08T18:00:00Z,150,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL142004,2004-10-09T00:00:00Z,150,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL142004,2004-10-09T06:00:00Z,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL142004,2004-10-09T12:00:00Z,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL142004,2004-10-09T18:00:00Z,120,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL142004,2004-10-10T00:00:00Z,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL142004,2004-10-10T06:00:00Z,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-10T00:00:00Z,250,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-10T06:00:00Z,250,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-10T12:00:00Z,150,100,175,200,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-10T18:00:00Z,100,100,175,175,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-11T00:00:00Z,100,100,75,75,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-11T06:00:00Z,100,100,75,75,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-11T12:00:00Z,175,175,150,225,NA,NA,NA,NA,NA,NA,NA,NA
AL152004,2004-10-11T18:00:00Z,300,200,200,300,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-26T06:00:00Z,300,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-26T12:00:00Z,350,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-26T18:00:00Z,350,300,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-27T00:00:00Z,350,400,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-27T06:00:00Z,350,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-27T12:00:00Z,350,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-27T18:00:00Z,325,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-28T00:00:00Z,300,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-28T06:00:00Z,300,300,NA,360,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-28T12:00:00Z,300,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-28T18:00:00Z,300,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-29T00:00:00Z,300,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-29T06:00:00Z,300,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-29T12:00:00Z,275,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-29T18:00:00Z,250,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-30T00:00:00Z,225,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-30T06:00:00Z,225,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-30T12:00:00Z,200,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-11-30T18:00:00Z,175,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-12-01T00:00:00Z,150,60,60,150,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-12-01T06:00:00Z,150,60,60,100,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-12-01T12:00:00Z,100,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-12-01T18:00:00Z,75,60,45,45,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-12-02T00:00:00Z,45,60,45,30,NA,NA,NA,NA,NA,NA,NA,NA
AL162004,2004-12-02T06:00:00Z,20,45,20,20,NA,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-09T06:00:00Z,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-09T12:00:00Z,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-09T18:00:00Z,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-10T00:00:00Z,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-10T06:00:00Z,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-10T12:00:00Z,130,NA,60,30,100,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-10T18:00:00Z,130,100,NA,40,100,NA,NA,NA,NA,NA,NA,NA
AL012005,2005-06-11T00:00:00Z,140,120,NA,75,75,NA,NA,45,NA,NA,NA,NA
AL012005,2005-06-11T06:00:00Z,140,120,NA,75,75,NA,NA,45,NA,NA,NA,NA
AL012005,2005-06-11T12:00:00Z,130,120,NA,75,75,NA,NA,45,NA,NA,NA,NA
AL012005,2005-06-11T18:00:00Z,30,100,NA,NA,NA,75,NA,NA,NA,NA,NA,NA
AL022005,2005-06-29T00:00:00Z,20,30,30,20,NA,NA,NA,NA,NA,NA,NA,NA
AL022005,2005-06-29T06:00:00Z,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL022005,2005-06-29T12:00:00Z,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL032005,2005-07-05T06:00:00Z,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL032005,2005-07-05T12:00:00Z,90,90,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
AL032005,2005-07-05T18:00:00Z,90,90,30,60,30,30,NA,25,NA,NA,NA,NA
AL032005,2005-07-06T00:00:00Z,90,90,40,60,30,30,20,25,20,20,NA,NA
AL032005,2005-07-06T06:00:00Z,90,90,40,60,30,30,15,20,NA,NA,NA,NA
AL032005,2005-07-06T12:00:00Z,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL042005,2005-07-05T12:00:00Z,50,40,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL042005,2005-07-05T18:00:00Z,50,40,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL042005,2005-07-06T00:00:00Z,50,40,20,50,NA,NA,NA,NA,NA,NA,NA,NA
AL042005,2005-07-06T06:00:00Z,75,75,25,75,25,25,NA,25,NA,NA,NA,NA
AL042005,2005-07-06T12:00:00Z,80,75,25,75,30,25,NA,25,NA,NA,NA,NA
AL042005,2005-07-06T18:00:00Z,90,75,35,80,40,30,NA,40,NA,NA,NA,NA
AL042005,2005-07-07T00:00:00Z,110,80,45,100,50,30,10,40,20,NA,NA,20
AL042005,2005-07-07T06:00:00Z,110,90,45,100,50,30,10,40,20,NA,NA,20
AL042005,2005-07-07T12:00:00Z,120,105,75,100,75,45,20,40,40,15,NA,20
AL042005,2005-07-07T18:00:00Z,120,110,75,100,75,70,20,50,40,30,15,30
AL042005,2005-07-08T00:00:00Z,120,110,75,100,75,70,25,50,45,30,20,30
AL042005,2005-07-08T06:00:00Z,120,110,75,100,75,75,25,50,45,30,20,30
AL042005,2005-07-08T12:00:00Z,140,120,75,100,75,75,25,50,45,30,20,30
AL042005,2005-07-08T18:00:00Z,140,140,75,120,90,75,30,55,55,35,20,30
AL042005,2005-07-09T00:00:00Z,150,150,75,140,90,75,30,55,55,35,20,30
AL042005,2005-07-09T06:00:00Z,175,150,75,140,90,75,30,55,55,35,20,30
AL042005,2005-07-09T12:00:00Z,175,150,75,140,90,75,30,55,45,25,15,25
AL042005,2005-07-09T18:00:00Z,175,175,80,150,100,75,30,55,35,25,15,25
AL042005,2005-07-10T00:00:00Z,175,200,80,150,100,75,30,55,35,25,15,25
AL042005,2005-07-10T06:00:00Z,175,200,90,150,100,75,30,60,35,25,15,25
AL042005,2005-07-10T12:00:00Z,175,200,90,115,100,75,30,50,25,25,15,25
AL042005,2005-07-10T18:00:00Z,110,175,90,75,65,60,30,30,20,20,15,20
AL042005,2005-07-11T00:00:00Z,60,60,30,60,NA,NA,NA,NA,NA,NA,NA,NA
AL052005,2005-07-12T00:00:00Z,30,20,20,30,NA,NA,NA,NA,NA,NA,NA,NA
AL052005,2005-07-12T06:00:00Z,30,20,20,30,NA,NA,NA,NA,NA,NA,NA,NA
AL052005,2005-07-12T12:00:00Z,45,20,20,45,NA,NA,NA,NA,NA,NA,NA,NA
AL052005,2005-07-12T18:00:00Z,45,20,20,45,NA,NA,NA,NA,NA,NA,NA,NA
AL052005,2005-07-13T00:00:00Z,50,50,25,50,NA,NA,NA,NA,NA,NA,NA,NA
AL052005,2005-07-13T06:00:00Z,50,75,40,50,NA,NA,NA,NA,NA,NA,NA,NA
AL052005,2005-07-13T12:00:00Z,75,80,40,50,50,60,NA,NA,NA,NA,NA,NA
AL052005,2005-07-13T18:00:00Z,100,90,40,100,60,50,NA,50,NA,NA,NA,NA
AL052005,2005-07-14T00:00:00Z,100,90,40,100,60,50,NA,50,20,NA,NA,20
AL052005,2005-07-14T06:00:00Z,100,90,40,100,60,50,NA,50,25,NA,NA,20
AL052005,2005-07-14T12:00:00Z,100,90,40,90,60,40,20,50,30,20,NA,20
AL052005,2005-07-14T18:00:00Z,100,75,40,90,60,40,25,50,20,20,15,20
AL052005,2005-07-15T00:00:00Z,110,75,40,110,60,30,25,50,25,15,15,20
AL052005,2005-07-15T06:00:00Z,120,70,40,120,70,30,25,50,35,25,15,20
AL052005,2005-07-15T12:00:00Z,120,80,40,120,70,30,25,50,35,25,15,20
AL052005,2005-07-15T18:00:00Z,120,100,30,100,60,30,15,50,30,20,10,20
AL052005,2005-07-16T00:00:00Z,120,80,50,100,75,30,20,50,40,20,10,30
AL052005,2005-07-16T06:00:00Z,130,80,50,100,90,30,20,50,60,20,10,30
AL052005,2005-07-16T12:00:00Z,130,80,50,100,90,30,25,50,60,20,15,30
AL052005,2005-07-16T18:00:00Z,130,80,50,110,90,30,25,50,50,20,15,30
AL052005,2005-07-17T00:00:00Z,130,80,50,110,90,30,25,50,50,20,15,30
AL052005,2005-07-17T06:00:00Z,130,80,50,110,90,35,25,60,50,25,15,30
AL052005,2005-07-17T12:00:00Z,130,80,50,110,90,35,25,60,50,25,15,30
AL052005,2005-07-17T18:00:00Z,130,80,50,110,90,35,25,60,50,25,15,35
AL052005,2005-07-18T00:00:00Z,130,100,50,110,100,40,25,60,50,25,15,40
AL052005,2005-07-18T06:00:00Z,130,125,50,110,100,40,25,50,50,25,15,20
AL052005,2005-07-18T12:00:00Z,120,125,50,90,50,30,25,50,30,NA,NA,NA
AL052005,2005-07-18T18:00:00Z,100,75,50,75,50,30,30,50,30,NA,NA,NA
AL052005,2005-07-19T00:00:00Z,125,75,50,90,75,50,30,60,30,30,NA,NA
AL052005,2005-07-19T06:00:00Z,125,75,50,105,75,50,30,60,35,30,NA,20
AL052005,2005-07-19T12:00:00Z,125,100,50,105,75,50,30,60,35,30,10,25
AL052005,2005-07-19T18:00:00Z,140,110,70,110,90,60,40,70,50,35,20,35
AL052005,2005-07-20T00:00:00Z,140,110,90,110,100,60,40,75,60,35,25,50
AL052005,2005-07-20T06:00:00Z,140,110,90,110,100,60,45,75,60,35,25,50
AL052005,2005-07-20T12:00:00Z,140,110,75,90,100,60,40,65,60,35,25,40
AL052005,2005-07-20T18:00:00Z,140,110,50,60,80,60,20,35,60,20,NA,15
AL052005,2005-07-21T00:00:00Z,90,60,30,30,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-22T00:00:00Z,35,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-22T06:00:00Z,35,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-22T12:00:00Z,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-22T18:00:00Z,30,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-23T00:00:00Z,40,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-23T06:00:00Z,50,75,50,20,15,20,NA,NA,NA,NA,NA,NA
AL062005,2005-07-23T12:00:00Z,55,75,60,20,20,30,NA,NA,NA,NA,NA,NA
AL062005,2005-07-23T18:00:00Z,60,75,60,20,25,50,35,NA,NA,NA,NA,NA
AL062005,2005-07-24T00:00:00Z,45,75,60,20,NA,50,25,NA,NA,NA,NA,NA
AL062005,2005-07-24T06:00:00Z,45,90,40,NA,NA,50,NA,NA,NA,NA,NA,NA
AL062005,2005-07-24T12:00:00Z,45,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-24T18:00:00Z,30,90,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-25T00:00:00Z,30,105,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-25T06:00:00Z,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-25T12:00:00Z,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-25T18:00:00Z,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-26T00:00:00Z,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-26T06:00:00Z,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-26T12:00:00Z,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-26T18:00:00Z,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-27T00:00:00Z,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-27T06:00:00Z,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-27T12:00:00Z,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-27T18:00:00Z,NA,90,90,40,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-28T00:00:00Z,60,100,100,NA,NA,75,NA,NA,NA,NA,NA,NA
AL062005,2005-07-28T06:00:00Z,60,100,100,25,NA,75,NA,NA,NA,NA,NA,NA
AL062005,2005-07-28T12:00:00Z,25,75,75,25,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-28T18:00:00Z,40,80,75,25,25,25,NA,NA,NA,NA,NA,NA
AL062005,2005-07-29T00:00:00Z,40,100,75,25,25,35,25,NA,NA,NA,NA,NA
AL062005,2005-07-29T06:00:00Z,60,100,75,30,30,40,30,NA,NA,NA,NA,NA
AL062005,2005-07-29T12:00:00Z,90,120,75,30,40,50,30,NA,NA,NA,NA,NA
AL062005,2005-07-29T18:00:00Z,100,140,50,20,40,90,30,NA,NA,NA,NA,NA
AL062005,2005-07-30T00:00:00Z,100,140,50,NA,40,90,30,NA,NA,NA,NA,NA
AL062005,2005-07-30T06:00:00Z,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-30T12:00:00Z,130,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-30T18:00:00Z,130,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL062005,2005-07-31T00:00:00Z,130,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL072005,2005-07-24T06:00:00Z,50,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
AL072005,2005-07-24T12:00:00Z,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA
AL072005,2005-07-24T18:00:00Z,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,NA
AL072005,2005-07-25T00:00:00Z,75,75,50,75,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-03T06:00:00Z,45,60,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-03T12:00:00Z,45,75,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-03T18:00:00Z,45,75,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL082005,2005-08-04T00:00:00Z,45,75,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL082005,2005-08-04T06:00:00Z,45,75,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL082005,2005-08-04T12:00:00Z,60,90,45,NA,NA,45,NA,NA,NA,NA,NA,NA
AL082005,2005-08-04T18:00:00Z,60,75,45,30,NA,25,25,NA,NA,NA,NA,NA
AL082005,2005-08-05T00:00:00Z,75,60,45,45,NA,25,25,NA,NA,NA,NA,NA
AL082005,2005-08-05T06:00:00Z,75,60,45,45,25,25,NA,NA,NA,NA,NA,NA
AL082005,2005-08-05T12:00:00Z,90,60,45,45,25,25,NA,NA,NA,NA,NA,NA
AL082005,2005-08-05T18:00:00Z,90,60,35,75,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-06T00:00:00Z,90,60,25,90,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-06T06:00:00Z,90,60,25,90,50,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-06T12:00:00Z,105,60,25,75,50,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-06T18:00:00Z,105,60,25,50,50,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-07T00:00:00Z,105,60,25,25,50,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-07T06:00:00Z,105,60,25,25,50,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-07T12:00:00Z,105,80,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-07T18:00:00Z,105,80,25,25,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-08T00:00:00Z,105,100,25,50,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-08T06:00:00Z,105,100,25,50,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-08T12:00:00Z,120,120,40,60,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-08T18:00:00Z,120,120,40,60,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-09T00:00:00Z,120,120,75,75,NA,NA,NA,NA,NA,NA,NA,NA
AL082005,2005-08-09T06:00:00Z,100,120,100,100,25,25,NA,50,NA,NA,NA,NA
AL082005,2005-08-09T12:00:00Z,100,120,100,100,25,25,NA,50,NA,NA,NA,NA
AL082005,2005-08-09T18:00:00Z,90,120,120,120,NA,60,25,50,NA,NA,NA,NA
AL082005,2005-08-10T00:00:00Z,90,120,120,120,NA,75,25,25,NA,NA,NA,NA
AL082005,2005-08-10T06:00:00Z,75,140,140,150,NA,90,NA,NA,NA,NA,NA,NA
AL082005,2005-08-10T12:00:00Z,75,140,140,150,NA,90,NA,NA,NA,NA,NA,NA
